codice;codice alternativo;ean;codice padre;descrizione;descrizione aggiuntiva;unita misura;unita vendita;iva;dimensione;volume;dispo vincolante;richiede autenticazione;novita;online;nome img;extra1;extra2;extra3;colorhex;Lotto;note;data disponibilita;Data_scadenza;creazione;ultima modifica;pezzi_confezione;Punti_fedelta;categoria_provvigione
'0224';'8056459850224';'8056459850224';;'Macchina Gonfia Palloni El. HT 507';'Macchina Gonfia Palloni El. HT 507 - quantita cartone: 12 pz';'PZ';1;22;;;'NO';'NO';'SI';'SI';'0224.jpg';'12 pz';'1 pz';'004';;;;;'31/12/2030';'31/05/2013';'31/05/2013';1;;'004'
'0225';'8057018570225';'8057018570225';;'Naso clawn Con Suono ';'Naso clawn Con Suono  - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'019';;;;;'31/12/2030';'14/12/2015';'14/12/2015';72;;'019'
'0231';'8056459850231';'8056459850231';;'Macchina Gonfia Palloni El.HT 508';'Macchina Gonfia Palloni El.HT 508 - quantita cartone: 12 pz';'PZ';1;22;;;'NO';'NO';'SI';'SI';'0231.jpg';'12 pz';'1 pz';'004';;;;;'31/12/2030';'31/05/2013';'31/05/2013';1;;'004'
'0232';'8057018570232';'8057018570232';;'Occhiali Baby Naso e baffo Small ';'Occhiali Baby Naso e baffo Small  - quantita cartone: 144 pz - quantita sottoimballo: 24 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'24 pz';'019';;;;;'31/12/2030';'14/12/2015';'14/12/2015';144;;'019'
'0235';'8004995650235';'8004995650235';;'Roselline Organza Rosse 5pz 5 Racchette';'Roselline Organza Rosse 5pz 5 Racchette - quantita cartone: 720 pz';'PZ';720;22;;;'NO';'NO';'SI';'NO';'0235.jpg';'720 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';720;;'015'
'0240';'5600302390240';'5600302390240';;'Bombola Elio 0.42  cbm  50 palloni 9';'Bombola Elio 0.42  cbm  50 palloni 9';'PZ';1;22;;;'NO';'NO';'SI';'NO';;;;'004';;;;;'31/12/2030';'10/04/2015';'10/04/2015';1;;'004'
'0242';'8004995650242';'8004995650242';;'Roselline Organza Crema  5pz 5 Racchette';'Roselline Organza Crema  5pz 5 Racchette - quantita cartone: 720 pz';'PZ';720;22;;;'NO';'NO';'SI';'SI';'0242.jpg';'720 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';720;;'015'
'02457';'8008650295182';'8008650295182';;'Bicchieri 200 cc 50 pz azzurro';'Bicchieri 200 cc 50 pz azzurro - quantita cartone: 30 pz';'PZ';30;22;;;'NO';'NO';'SI';'NO';;'30 pz';;'010';;;;;'31/12/2030';'12/07/2016';'12/07/2016';30;;'010'
'02458';'8008650022726';'8008650022726';;'Bicchieri 200 cc 50 pz blu';'Bicchieri 200 cc 50 pz blu - quantita cartone: 30 pz';'PZ';30;22;;;'NO';'NO';'SI';'NO';;'30 pz';;'010';;;;;'31/12/2030';'12/07/2016';'12/07/2016';30;;'010'
'02459';'8008650295175';'8008650295175';;'Bicchieri 200 cc 50 pz Giallo';'Bicchieri 200 cc 50 pz Giallo - quantita cartone: 30 pz';'PZ';30;22;;;'NO';'NO';'SI';'NO';;'30 pz';;'010';;;;;'31/12/2030';'12/07/2016';'12/07/2016';30;;'010'
'02460';'8008650295199';'8008650295199';;'Bicchieri 200 cc 50 pz Rosa';'Bicchieri 200 cc 50 pz Rosa - quantita cartone: 30 pz';'PZ';30;22;;;'NO';'NO';'SI';'NO';;'30 pz';;'010';;;;;'31/12/2030';'12/07/2016';'12/07/2016';30;;'010'
'02461';'8008650295144';'8008650295144';;'Bicchieri 200 cc 50 pz Rosso';'Bicchieri 200 cc 50 pz Rosso - quantita cartone: 30 pz';'PZ';30;22;;;'NO';'NO';'SI';'NO';;'30 pz';;'010';;;;;'31/12/2030';'12/07/2016';'12/07/2016';30;;'010'
'02462';'8008650295229';'8008650295229';;'Bicchieri 200cc 50 pz verde';'Bicchieri 200cc 50 pz verde - quantita cartone: 30 pz';'PZ';30;22;;;'NO';'NO';'SI';'NO';;'30 pz';;'010';;;;;'31/12/2030';'13/07/2016';'13/07/2016';30;;'010'
'0248';'8056459850248';'8056459850248';;'Macchina Gonfia Palloni El. HT 512';'Macchina Gonfia Palloni El. HT 512 - quantita cartone: 12 pz';'PZ';1;22;;;'NO';'NO';'SI';'SI';'0248.jpg';'12 pz';'1 pz';'004';;;;;'31/12/2030';'31/05/2013';'31/05/2013';1;;'004'
'0249';'8057018570249';'8057018570249';;'Porta Bottiglia singola  Merry Christmas';'Porta Bottiglia singola  Merry Christmas - quantita cartone: 144 pz';'PZ';24;22;;;'NO';'NO';'SI';'NO';;'144 pz';'24 pz';'017';;;;;'31/12/2030';'14/12/2015';'14/12/2015';24;;'017'
'02543';'8008650025437';'8008650025437';;'Bicchieri 200 cc 50 pz arancio ';'Bicchieri 200 cc 50 pz arancio  - quantita cartone: 30 pz';'PZ';30;22;;;'NO';'NO';'SI';'NO';;'30 pz';;'010';;;;;'31/12/2030';'12/07/2016';'12/07/2016';30;;'010'
'0255';'8056459850255';'8056459850255';;'Candelina Gigante Riga Rossa nr. 0';'Candelina Gigante Riga Rossa nr. 0 - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';'0255.jpg';'72 pz';'12 pz';'003';;;;;'31/12/2030';'31/05/2013';'31/05/2013';72;;'003'
'0256';'8057018570256';'8057018570256';;'Porta bottiglia doppia  Merry Christmas';'Porta bottiglia doppia  Merry Christmas - quantita cartone: 72 pz';'PZ';12;22;;;'NO';'NO';'SI';'NO';;'72 pz';'12 pz';'017';;;;;'31/12/2030';'14/12/2015';'14/12/2015';12;;'017'
'0259';'8004995650259';'8004995650259';;'Roselline Organza Verde 5pz 5 Racchette';'Roselline Organza Verde 5pz 5 Racchette - quantita cartone: 720 pz';'PZ';720;22;;;'NO';'NO';'SI';'SI';'0259.jpg';'720 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';720;;'015'
'0262';'8056459850262';'8056459850262';;'Candelina Gigante Riga Rossa nr. 1';'Candelina Gigante Riga Rossa nr. 1 - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';'0262.jpg';'72 pz';'12 pz';'003';;;;;'31/12/2030';'31/05/2013';'31/05/2013';72;;'003'
'0263';'8057018570263';'8057018570263';;'Sotto Piatto33 cm neroMerryChristm. 2as.';'Sotto Piatto33 cm neroMerryChristm. 2as. - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'017';;;;;'31/12/2030';'19/01/2016';'19/01/2016';72;;'017'
'02640';'8005090026406';'8005090026406';;'Bicchieri 200 cc 50 pz Fuxia';'Bicchieri 200 cc 50 pz Fuxia - quantita cartone: 30 pz';'PZ';30;22;;;'NO';'NO';'SI';'NO';;'30 pz';;'010';;;;;'31/12/2030';'12/07/2016';'12/07/2016';30;;'010'
'0266';'8004995650266';'8004995650266';;'Roselline Organza Glicine 5pz 5 Racch.';'Roselline Organza Glicine 5pz 5 Racch. - quantita cartone: 720 pz';'PZ';720;22;;;'NO';'NO';'SI';'SI';'0266.jpg';'720 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';720;;'015'
'0270';'8057018570270';'8057018570270';;'Sotto Piatto 33 cm nero stelle  2ass';'Sotto Piatto 33 cm nero stelle  2ass - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'017';;;;;'31/12/2030';'19/01/2016';'19/01/2016';72;;'017'
'0273';'8004995650273';'8004995650273';;'Rosa Rossa Organza Stelo Lungo 3 Racch.';'Rosa Rossa Organza Stelo Lungo 3 Racch. - quantita cartone: 288 pz';'PZ';288;22;;;'NO';'NO';'SI';'SI';'0273.jpg';'288 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';288;;'015'
'02733';'8005090001489';'8005090001489';;'Bicchieri 200 cc 50 pz Nero';'Bicchieri 200 cc 50 pz Nero - quantita cartone: 30 pz';'PZ';30;22;;;'NO';'NO';'SI';'NO';;'30 pz';;'010';;;;;'31/12/2030';'12/07/2016';'12/07/2016';30;;'010'
'02735';'8005090001601';'8005090001601';;'Bicchieri 200 cc 50 pz Verde Acido';'Bicchieri 200 cc 50 pz Verde Acido - quantita cartone: 30 pz';'PZ';30;22;;;'NO';'NO';'SI';'NO';;'30 pz';;'010';;;;;'31/12/2030';'12/07/2016';'12/07/2016';30;;'010'
'02751';'8005090002028';'8005090002028';;'Bicchieri 200 cc 50 pz Oro';'Bicchieri 200 cc 50 pz Oro - quantita cartone: 30 pz';'PZ';30;22;;;'NO';'NO';'SI';'NO';;'30 pz';;'010';;;;;'31/12/2030';'12/07/2016';'12/07/2016';30;;'010'
'02753';'8005090002080';'8005090002080';;'Bicchieri 200 cc 50 pz argento';'Bicchieri 200 cc 50 pz argento - quantita cartone: 30 pz';'PZ';30;22;;;'NO';'NO';'SI';'NO';;'30 pz';;'010';;;;;'31/12/2030';'12/07/2016';'12/07/2016';30;;'010'
'02775';'8005090002349';'8005090002349';;'Bicchieri 200 cc 50 pz Lilla';'Bicchieri 200 cc 50 pz Lilla - quantita cartone: 30 pz';'PZ';30;22;;;'NO';'NO';'SI';'NO';;'30 pz';;'010';;;;;'31/12/2030';'12/07/2016';'12/07/2016';30;;'010'
'0279';'8056459850279';'8056459850279';;'Candelina Gigante Riga Rossa nr. 2';'Candelina Gigante Riga Rossa nr. 2 - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';'0279.jpg';'72 pz';'12 pz';'003';;;;;'31/12/2030';'31/05/2013';'31/05/2013';72;;'003'
'0280';'8004995650280';'8004995650280';;'Rosa Bianca Organza Stelo Lungo 3 Racch.';'Rosa Bianca Organza Stelo Lungo 3 Racch. - quantita cartone: 288 pz';'PZ';288;22;;;'NO';'NO';'SI';'SI';'0280.jpg';'288 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';288;;'015'
'0286';'8056459850286';'8056459850286';;'Candelina Gigante Riga Rossa nr. 3';'Candelina Gigante Riga Rossa nr. 3 - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';'0286.jpg';'72 pz';'12 pz';'003';;;;;'31/12/2030';'31/05/2013';'31/05/2013';72;;'003'
'0287';'8057018570287';'8057018570287';;'Sotto Piatto Oro 33cm Merry Chri. 2ass.';'Sotto Piatto Oro 33cm Merry Chri. 2ass. - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'017';;;;;'31/12/2030';'30/12/2015';'30/12/2015';72;;'017'
'0293';'8056459850293';'8056459850293';;'Candelina Gigante Riga Rossa nr. 4';'Candelina Gigante Riga Rossa nr. 4 - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';'0293.jpg';'72 pz';'12 pz';'003';;;;;'31/12/2030';'31/05/2013';'31/05/2013';72;;'003'
'0294';'8057018570294';'8057018570294';;'Sotto Piatto 33 cm oro stelle  2ass';'Sotto Piatto 33 cm oro stelle  2ass - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'017';;;;;'31/12/2030';'30/12/2015';'30/12/2015';72;;'017'
'0297';'8004995650297';'8004995650297';;'Rosa Glicine Organza Stelo Lungo 3Racch.';'Rosa Glicine Organza Stelo Lungo 3Racch. - quantita cartone: 288 pz';'PZ';288;22;;;'NO';'NO';'SI';'SI';'0297.jpg';'288 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';288;;'015'
'0300';'8057018570300';'8057018570300';;'Sotto Piatto 33cm rosso MerryChr  2ass.';'Sotto Piatto 33cm rosso MerryChr  2ass. - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'017';;;;;'31/12/2030';'18/01/2016';'18/01/2016';72;;'017'
'0303';'8004995650303';'8004995650303';;'Rosa Oro Organza Fiocco+5 Racchette';'Rosa Oro Organza Fiocco+5 Racchette - quantita cartone: 288 pz';'PZ';288;22;;;'NO';'NO';'SI';'SI';'0303.jpg';'288 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';288;;'015'
'0309';'8056459850309';'8056459850309';;'Candelina Gigante Riga Rossa nr. 5';'Candelina Gigante Riga Rossa nr. 5 - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';'0309.jpg';'72 pz';'12 pz';'003';;;;;'31/12/2030';'31/05/2013';'31/05/2013';72;;'003'
'0310';'8004995650310';'8004995650310';;'Rosa Bianca Organza Fiocco+5 Racchette';'Rosa Bianca Organza Fiocco+5 Racchette - quantita cartone: 288 pz';'PZ';288;22;;;'NO';'NO';'SI';'SI';'0310.jpg';'288 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';288;;'015'
'0316';'8056459850316';'8056459850316';;'Candelina Gigante Riga Rossa nr. 6';'Candelina Gigante Riga Rossa nr. 6 - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';'0316.jpg';'72 pz';'12 pz';'003';;;;;'31/12/2030';'31/05/2013';'31/05/2013';72;;'003'
'0317';'8057018570317';'8057018570317';;'Sotto Piatto 33cm silver MerryChr  2ass.';'Sotto Piatto 33cm silver MerryChr  2ass. - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'017';;;;;'31/12/2030';'30/12/2015';'30/12/2015';72;;'017'
'0323';'8056459850323';'8056459850323';;'Candelina Gigante Riga Rossa nr. 7';'Candelina Gigante Riga Rossa nr. 7 - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';'0323.jpg';'72 pz';'12 pz';'003';;;;;'31/12/2030';'31/05/2013';'31/05/2013';72;;'003'
'0324';'8057018570324';'8057018570324';;'Sotto Piatto 33cm silver stelle  2ass.';'Sotto Piatto 33cm silver stelle  2ass. - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'017';;;;;'31/12/2030';'30/12/2015';'30/12/2015';72;;'017'
'0327';'8004995650327';'8004995650327';;'Rosa Col.Rosa Organza Fiocco+5 Racchette';'Rosa Col.Rosa Organza Fiocco+5 Racchette - quantita cartone: 288 pz';'PZ';288;22;;;'NO';'NO';'SI';'NO';'0327.jpg';'288 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';288;;'015'
'0330';'8056459850330';'8056459850330';;'Candelina Gigante Riga Rossa nr. 8';'Candelina Gigante Riga Rossa nr. 8 - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';'0330.jpg';'72 pz';'12 pz';'003';;;;;'31/12/2030';'31/05/2013';'31/05/2013';72;;'003'
'0331';'8057018570331';'8057018570331';;'Rotolo TNT 50 gr 1,20 x 5 mt  Marrone';'Rotolo TNT 50 gr 1,20 x 5 mt  Marrone - quantita cartone: 12 pz';'PZ';12;22;;;'NO';'NO';'SI';'SI';;'12 pz';;'010';;;;;'31/12/2030';'15/12/2015';'15/12/2015';12;;'010'
'0334';'8004995650334';'8004995650334';;'Rosa Rossa Organza Fiocco+5 Racchette';'Rosa Rossa Organza Fiocco+5 Racchette - quantita cartone: 288 pz';'PZ';288;22;;;'NO';'NO';'SI';'SI';'0334.jpg';'288 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';288;;'015'
'03340';'8711894020334';'8711894020334';;'Biglietti Pasqua';'Biglietti Pasqua - quantita cartone: 288 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';'03340.jpg';'288 pz';'24 pz';'012';;;;;'31/12/2030';'07/03/2015';'07/03/2015';24;;'012'
'0341';'8004995650341';'8004995650341';;'Rosa Verde Organza Fiocco+5 Racchette';'Rosa Verde Organza Fiocco+5 Racchette - quantita cartone: 288 pz';'PZ';288;22;;;'NO';'NO';'SI';'SI';'0341.jpg';'288 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';288;;'015'
'0347';'8056459850347';'8056459850347';;'Candelina Gigante Riga Rossa nr. 9';'Candelina Gigante Riga Rossa nr. 9 - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';'0347.jpg';'72 pz';'12 pz';'003';;;;;'31/12/2030';'31/05/2013';'31/05/2013';72;;'003'
'0348';'8057018570348';'8057018570348';;'Runner TNT  50 gr  40 cm  x 4 mt Giallo';'Runner TNT  50 gr  40 cm  x 4 mt Giallo - quantita cartone: 12 pz';'PZ';12;22;;;'NO';'NO';'SI';'SI';;'12 pz';;'010';;;;;'31/12/2030';'15/12/2015';'15/12/2015';12;;'010'
'0354';'8056459850354';'8056459850354';;'Candelina Gigante Riga Rossa Punto Inter';'Candelina Gigante Riga Rossa Punto Inter - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';'0354.jpg';'72 pz';'12 pz';'003';;;;;'31/12/2030';'31/05/2013';'31/05/2013';72;;'003'
'0355';'8057018570355';'8057018570355';;'Frontino Con Siringa e Forbici 2 Modelli';'Frontino Con Siringa e Forbici 2 Modelli - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'019';;;;;'31/12/2030';'15/12/2015';'15/12/2015';72;;'019'
'0358';'8004995650358';'8004995650358';;'Rosa Arancio Organza Fiocco+5 Racchette';'Rosa Arancio Organza Fiocco+5 Racchette - quantita cartone: 288 pz';'PZ';288;22;;;'NO';'NO';'SI';'SI';'0358.jpg';'288 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';288;;'015'
'0361';'8056459850361';'8056459850361';;'Pallone 9 10pz Rosso Con Cuore Stampat';'Pallone 9 10pz Rosso Con Cuore Stampat - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';'0361.jpg';'72 pz';'12 pz';'004';;;;;'31/12/2030';'04/06/2013';'04/06/2013';72;;'004'
'0362';'8057018570362';'8057018570362';;'Stella Ninja 3 pz';'Stella Ninja 3 pz - quantita cartone: 48 pz - quantita sottoimballo: 12 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';'12 pz';'019';;;;;'31/12/2030';'15/12/2015';'15/12/2015';48;;'019'
'0365';'8004995650365';'8004995650365';;'Rosa Glicine Raso Fiocco+5 Racchette';'Rosa Glicine Raso Fiocco+5 Racchette - quantita cartone: 288 pz';'PZ';288;22;;;'NO';'NO';'SI';'SI';'0365.jpg';'288 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';288;;'015'
'0370';'8033011570370';'8033011570370';;'Busta Jumbo 41x33cm 6 Grafiche assortite';'Busta Jumbo 41x33cm 6 Grafiche assortite - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';'0370.jpg';'144 pz';;'002';;;;;'31/12/2030';'22/11/2012';'22/11/2012';144;;'002'
'0372';'8004995650372';'8004995650372';;'Rosa Rossa Fiocco e Boccioli';'Rosa Rossa Fiocco e Boccioli - quantita cartone: 288 pz';'PZ';288;22;;;'NO';'NO';'SI';'NO';'0372.jpg';'288 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';288;;'015'
'0378';'8056459850378';'8056459850378';;'Pallone  9 flat Multicolore 6 pz ';'Pallone  9 flat Multicolore 6 pz ';'PZ';1;22;;;'NO';'NO';'SI';'NO';;;;'004';;;;;'31/12/2030';'04/06/2013';'04/06/2013';1;;'004'
'0379';'8057018570379';'8057018570379';;'Pugnale Pirata 23 cm';'Pugnale Pirata 23 cm - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'019';;;;;'31/12/2030';'15/12/2015';'15/12/2015';144;;'019'
'0386';'8057018570386';'8057018570386';;'Pistola Pirata Small ';'Pistola Pirata Small  - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'019';;;;;'31/12/2030';'15/12/2015';'15/12/2015';144;;'019'
'0389';'8004995650389';'8004995650389';;'Rosa Verde Fiocco e Boccioli';'Rosa Verde Fiocco e Boccioli - quantita cartone: 288 pz';'PZ';288;22;;;'NO';'NO';'SI';'NO';'0389.jpg';'288 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';288;;'015'
'0392';'8056459850392';'8056459850392';;'Candelina box PVC Nr. 0 colore Rosso ';'Candelina box PVC Nr. 0 colore Rosso  - quantita cartone: 144 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';'0392.jpg';'144 pz';'24 pz';'003';;;;;'31/12/2030';'08/06/2013';'08/06/2013';24;;'003'
'0393';'8057018570393';'8057018570393';;'Box Porta Panettone Merry Christmas ';'Box Porta Panettone Merry Christmas  - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'017';;;;;'31/12/2030';'15/12/2015';'15/12/2015';72;;'017'
'0394';'8033011570394';'8033011570394';;'Busta Large 34,5x25cm 6 Grafiche ass.';'Busta Large 34,5x25cm 6 Grafiche ass. - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';'0394.jpg';'144 pz';;'002';;;;;'31/12/2030';'22/11/2012';'22/11/2012';144;;'002'
'0400';'8033011570400';'8033011570400';;'Busta Media 18x23cm 6 Grafiche assortite';'Busta Media 18x23cm 6 Grafiche assortite - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';'0400.jpg';'144 pz';;'002';;;;;'31/12/2030';'22/11/2012';'22/11/2012';144;;'002'
'0408';'8056459850408';'8056459850408';;'Candelina box PVC Nr. 1 colore Rosso ';'Candelina box PVC Nr. 1 colore Rosso  - quantita cartone: 144 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';'0408.jpg';'144 pz';'24 pz';'003';;;;;'31/12/2030';'08/06/2013';'08/06/2013';24;;'003'
'0409';'8057018570409';'8057018570409';;'Box Bottiglia + Panettone Merry Christm';'Box Bottiglia + Panettone Merry Christm - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'017';;;;;'31/12/2030';'14/12/2015';'14/12/2015';72;;'017'
'0415';'8056459850415';'8056459850415';;'Candelina box PVC Nr. 2 colore Rosso ';'Candelina box PVC Nr. 2 colore Rosso  - quantita cartone: 144 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';'0415.jpg';'144 pz';'24 pz';'003';;;;;'31/12/2030';'08/06/2013';'08/06/2013';24;;'003'
'0416';'8057018570416';'8057018570416';;'Piatto rotondo 9 6pz 4Mod. Assortiti';'Piatto rotondo 9 6pz 4Mod. Assortiti - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'017';;;;;'31/12/2030';'11/12/2017';'11/12/2017';72;;'017'
'0422';'8056459850422';'8056459850422';;'Candelina box PVC Nr. 3 colore Rosso ';'Candelina box PVC Nr. 3 colore Rosso  - quantita cartone: 144 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';'0422.jpg';'144 pz';'24 pz';'003';;;;;'31/12/2030';'08/06/2013';'08/06/2013';24;;'003'
'0423';'8057018570423';'8057018570423';;'Bicchieri 9oz 6pz 4Mod. Assortiti';'Bicchieri 9oz 6pz 4Mod. Assortiti - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'017';;;;;'31/12/2030';'14/12/2016';'14/12/2016';72;;'017'
'0426';'8004995650426';'8004995650426';;'Margherita Arancione Organza';'Margherita Arancione Organza - quantita cartone: 288 pz';'PZ';288;22;;;'NO';'NO';'SI';'NO';'0426.jpg';'288 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';288;;'015'
'0430';'8057018570430';'8057018570430';;'Cesto Merry Christmas Vintage  30x22x10';'Cesto Merry Christmas Vintage  30x22x10 - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'017';;;;;'31/12/2030';'15/12/2015';'15/12/2015';72;;'017'
'0433';'8004995650433';'8004995650433';;'Margherita Rosa Organza';'Margherita Rosa Organza - quantita cartone: 288 pz';'PZ';288;22;;;'NO';'NO';'SI';'NO';'0433.jpg';'288 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';288;;'015'
'0439';'8056459850439';'8056459850439';;'Candelina box PVC Nr. 4 colore Rosso ';'Candelina box PVC Nr. 4 colore Rosso  - quantita cartone: 144 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';'0439.jpg';'144 pz';'24 pz';'003';;;;;'31/12/2030';'08/06/2013';'08/06/2013';24;;'003'
'0440';'8004995650440';'8004995650440';;'Margherita Viola Organza';'Margherita Viola Organza - quantita cartone: 288 pz';'PZ';288;22;;;'NO';'NO';'SI';'NO';'0440.jpg';'288 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';288;;'015'
'0446';'8056459850446';'8056459850446';;'Candelina box PVC Nr. 5 colore Rosso ';'Candelina box PVC Nr. 5 colore Rosso  - quantita cartone: 144 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';'0446.jpg';'144 pz';'24 pz';'003';;;;;'31/12/2030';'08/06/2013';'08/06/2013';24;;'003'
'0447';'8057018570447';'8057018570447';;'Cesto Merry Christmas Vintage 34x26x8';'Cesto Merry Christmas Vintage 34x26x8 - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'017';;;;;'31/12/2030';'15/12/2015';'15/12/2015';72;;'017'
'0453';'8056459850453';'8056459850453';;'Candelina box PVC Nr. 6 colore Rosso ';'Candelina box PVC Nr. 6 colore Rosso  - quantita cartone: 144 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';'0453.jpg';'144 pz';'24 pz';'003';;;;;'31/12/2030';'08/06/2013';'08/06/2013';24;;'003'
'0454';'8057018570454';'8057018570454';;'Cesto Merry Christmas Vintage 40x30x13,5';'Cesto Merry Christmas Vintage 40x30x13,5 - quantita cartone: 48 pz - quantita sottoimballo: 12 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';'12 pz';'017';;;;;'31/12/2030';'15/12/2015';'15/12/2015';48;;'017'
'0457';'8004995650457';'8004995650457';;'Margherita Verde Organza';'Margherita Verde Organza - quantita cartone: 288 pz';'PZ';288;22;;;'NO';'NO';'SI';'NO';'0457.jpg';'288 pz';;'015';;;;;'31/12/2030';'31/03/2010';'31/03/2010';288;;'015'
'0460';'8056459850460';'8056459850460';;'Candelina box PVC Nr. 7 colore Rosso ';'Candelina box PVC Nr. 7 colore Rosso  - quantita cartone: 144 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';'0460.jpg';'144 pz';'24 pz';'003';;;;;'31/12/2030';'08/06/2013';'08/06/2013';24;;'003'
